,video_id,title,active_since_days,duration_seconds,total_views,num_chars,num_words,num_punctuation,num_words_uppercase,num_words_lowercase,num_stopwords,avg_word_len,contain_digits,startswith_digits,title_sentiment,likes,dislikes,comments
0,lCePSP4lb-k,Wow! Let's go live! Epic decorations and DIYS,1,558,10825,45,8,3,1,4,1,5.625,0,0,0.1318181818181818,4956,1240,268
1,G7O9iWWOtTY,EXTREME ROOM TRANSFORMATION || Cool Design Ideas For Your Place,1,1020,184374,63,10,2,3,0,2,6.3,0,0,0.1124999999999999,4901,438,298
2,cd0u5IFxBdo,LATE SUMMER HACKS TO SAVE YOUR DAY,2,629,478170,34,7,0,7,0,2,4.857142857142857,0,0,-0.3,11278,1307,358
3,lWSXHFPqBfo,EVERY SMART PARENT KNOWS THESE USEFUL HACKS #shorts,2,41,197359,51,8,1,7,1,1,6.375,0,0,0.2571428571428571,467309,69135,0
4,qqPFeyd84Lg,SMART HACKS TO SAVE YOUR WEDDING DAY🤵‍👰‍💍🕊️,3,784,162025,43,7,0,7,0,2,6.142857142857143,0,0,0.2142857142857142,2778,379,181
5,RgGatLyuXvo,MINI FOOD COOKING || Amazing Mini Crafts & Miniature House Models,3,1080,187127,65,11,3,3,0,0,5.909090909090909,0,0,0.6000000000000001,3552,238,231
6,zuFMA6hi_ZM,Emergency Hacks For Smart Moms And Dads || Everyday Parenting Tips,4,900,187048,66,11,2,0,0,2,6.0,0,0,0.0071428571428571,2902,409,0
7,MPRk5hcvBBc,Best DIY Jewelry Ideas || 3D Pen & Epoxy Resin Crafts,5,960,650103,53,11,3,2,0,0,4.818181818181818,1,0,1.0,7183,817,326
8,xLuPvUrS5lc,TRENDY FIDGET TOYS YOU NEED TO SEE || DIY Fidget Toys Ideas,6,696,717778,59,12,2,8,0,2,4.916666666666667,0,0,0.6,13705,2074,376
9,KKtvsTjpgmo,"Wow! Useful Gadgets, Toys And Hacks For Smart Pet Owners",5,900,1569346,56,10,2,0,0,2,5.6,0,0,0.2130952380952381,20294,2820,540
10,wWZsTEzYCDw,"GUIDE FOR PARENTS: Useful Gadgets, Crafts And Hacks",5,3600,959040,51,8,2,3,0,2,6.375,0,0,0.3,12680,1819,0
11,LNHHhC0C-Is,GLUE GUN vs 3D PEN! Genius Hacks & Cool Crafts,5,1020,421168,46,10,2,4,1,0,4.6,1,0,0.35,6594,753,374
12,rXbxYB1-9K0,FANTASTIC ART HACKS FOR BEGINNERS,5,900,262868,33,5,0,5,0,1,6.6,0,0,0.4,3465,334,258
13,lRHfuH2tD5Q,PRICELESS HACKS AND CRAFTS FOR SMART PARENTS,5,3780,1763396,44,7,0,7,0,2,6.285714285714286,0,0,0.6071428571428571,31034,5241,0
14,Vq_WrH4mmGY,Fun Activities and Cool Crafts for Parents to Do With Their Kids,5,576,1112657,64,12,0,0,3,6,5.333333333333333,0,0,0.3249999999999999,14288,2224,0
15,-QEM4HweTys&t=1s,IF OBJECTS WERE PEOPLE || Funny Situations And Relatable Moments,5,900,178849,64,10,2,4,0,3,6.4,0,0,0.25,0,0,0
16,foMm6pE0L7o,Brilliant Hacks & Crafts All Parents Should Know,5,900,343207,48,8,1,0,0,2,6.0,0,0,0.9,4801,973,0
17,_VjRtjLi0w8,30+ AMAZING CRAFT IDEAS & HACKS WITH 3D PEN,5,960,701802,43,9,2,7,0,1,4.777777777777778,1,1,0.6000000000000001,8243,1167,341
18,4FJlhjscg2k,Food Hacks & Snack Ideas For The Best Parents Ever,5,1020,384727,50,10,1,0,0,2,5.0,0,0,1.0,6576,1025,241
19,4kOFS6Sqqy8,SPOOKY HALLOWEEN IDEAS || Easy Halloween Recipes and DIYs,5,603,511420,57,9,2,3,1,1,6.333333333333333,0,0,0.4333333333333333,8405,614,552
20,cUahECNuupY,AMAZING GARDEN HACKS & PLANTING IDEAS,5,900,309419,37,6,1,5,0,0,6.166666666666667,0,0,0.6000000000000001,4308,412,186
21,bMHGju6H4uo,KIDS vs DOCTOR👩‍⚕💉 || All Parents Should Know These Valuable Life Hacks,10,3660,1259590,71,12,2,2,1,3,5.916666666666667,0,0,0.0,16429,2878,0
22,Fp33nUQEVu8,"MYSTERY BOX CHALLENGE! Popular TikTok Challenges, Games And Experiments",10,900,236934,71,9,2,3,0,1,7.888888888888889,0,0,0.6,2207,306,127
23,EaFHCa51558,"POP IT MEGA COMPILATION || Best Crafts, Fun DIYs And Life Hacks",10,900,542767,63,12,3,4,0,2,5.25,0,0,0.65,4412,746,291
24,2unLZvJpOxE,50 CREATIVE WAYS TO COOK EGGS,10,900,350782,29,6,0,5,0,1,4.833333333333333,1,1,0.5,4392,338,239
25,NQYtgTKFB3M,PARENTING IS EASY! Top Hacks & Crafts From Smart Parents,10,960,825187,56,10,2,3,0,2,5.6,0,0,0.4186507936507936,14201,2558,0
26,iKwhW7gYwl4,BEST WEDDING DAY HACKS FOR SMART BRIDES AND GROOMS,10,611,1123571,50,9,0,9,0,2,5.555555555555555,0,0,0.6071428571428571,9593,1190,330
27,Ebrp_VSInls,BEST PET GADGETS AND HACKS EVERY PET OWNER SHOULD KNOW,10,960,1543299,54,10,0,10,0,2,5.4,0,0,1.0,19903,1751,427
28,HDEdowENHxU,Best Snack Ideas For Parents || Easy Family Meal Ideas,10,3660,507124,54,10,2,0,0,1,5.4,0,0,0.7166666666666667,5174,608,190
29,E_U-T65hBjQ,OMG! WE BUILT A GIANT POOL IN OUR BACKYARD😎💦🍹 #shorts,10,59,14218061,53,10,2,9,1,4,5.3,0,0,0.0,783726,125945,0
30,nRGFJ6dZSdE,50 BEST ART HACKS FOR BEGINNERS,10,900,387358,31,6,0,5,0,1,5.166666666666667,1,1,1.0,4618,480,279
31,36cJz-KP_VA,AWESOME SHOE HACKS || How To Renovate Old Shoes,10,960,504638,47,9,2,3,0,2,5.222222222222222,0,0,0.55,5163,812,273
32,10lqF2HUlw8,30+ SMART PARENTING HACKS AND CRAFTS,10,545,1511713,36,6,1,5,0,1,6.0,1,1,0.2142857142857142,16462,2535,0
33,c6rUmsRY524,Brilliant Kitchen Hacks & Yummy Recipes To Make You Love Cooking,10,900,296844,64,11,1,0,0,2,5.818181818181818,0,0,0.7,3141,412,279
34,jy8fS1p3tfQ,CREEPY REALISTIC SOAP IDEAS || DIY Candle And Soap Crafts,15,960,402044,57,10,2,5,0,1,5.7,0,0,-0.1666666666666666,3772,460,199
35,yiHpQ7nwvaw,SURVIVAL GUIDE FOR PARENTS || Best Hacks For Moms And Dads,15,3720,1999182,58,11,2,4,0,3,5.2727272727272725,0,0,1.0,22497,4384,0
36,ugAo3WTWcbE,CLEVER HIDING PLACES FOR MONEY & JEWELRY || Valuable Home Hacks,15,960,663658,63,11,3,6,0,1,5.727272727272728,0,0,0.1666666666666666,6671,891,290
37,DV2FHLPi3WQ,GADGETS vs HACKS || Kitchen Devices And Clever Tips To Make Cooking Easier,15,1020,441919,74,13,2,2,1,2,5.6923076923076925,0,0,0.1666666666666666,4785,448,186
38,LcoU-1-IxRA,MESMERIZING CLAY POTTERY TRICKS AND CRAFTS,15,900,240114,42,6,0,6,0,1,7.0,0,0,0.3,3464,279,144
39,j2cwnMlkMZI,BEST SUMMER GADGETS AND HACKS || Useful Gadgets For Any Occasions,15,3660,1162963,65,11,2,5,0,3,5.909090909090909,0,0,0.65,11312,1112,311
40,YQx0eDZ0lzU,GENIUS HACKS AND GADGETS FOR PET OWNERS,15,563,2347386,39,7,0,7,0,2,5.571428571428571,0,0,0.0,23863,2190,507
41,ch9KdXzeC78,NAIL HACKS YOU MUST KNOW || Pedicure & Manicure Guide,15,900,605294,53,10,3,5,0,1,5.3,0,0,0.0,7364,692,238
42,9ejZrtQtM58,FIX ANYTHING WITH A 3D PEN || Brilliant Repair Hacks,15,652,376519,52,10,2,6,0,2,5.2,1,0,0.9,4082,482,164
43,8AuqZ6ZplVw,UNUSUAL SOAP AND CANDLE IDEAS TO MAKE AT HOME,15,610,657345,45,9,0,9,0,3,5.0,0,0,0.2,7293,828,194
44,ZKdu_XV-Fek,EXTREME ROOM MAKEOVER || Fantastic Transformations & Wooden House Tutorials,15,3780,2429945,75,10,3,3,0,0,7.5,0,0,0.0916666666666666,17875,1867,462
45,00mJdVLN1tE,BRILLIANT HACKS FOR A FAMILY TRIP,15,900,458033,33,6,0,6,0,2,5.5,0,0,0.9,6234,676,0
46,_Rte0iSQEC4,EMERGENCY HACKS FOR SMART PARENTS || Valuable Parenting Tips,15,625,1410068,60,9,2,5,0,1,6.666666666666667,0,0,0.2142857142857142,13717,2826,0
47,aKzX3n5G3fg,TOP 25 PLASTIC RECYCLING IDEAS,15,616,602728,30,5,0,4,0,0,6.0,1,0,0.5,6364,648,233
48,dzbL3Xquogg,100+ BEST SUMMER HACKS & GADGETS,20,3780,2225970,32,6,2,4,0,0,5.333333333333333,1,1,1.0,16208,1649,320
49,wfU11xoRGhE,EXCELLENT CLOTHING HACKS FOR CRAFTY PARENTS,20,783,144686,43,6,0,6,0,1,7.166666666666667,0,0,0.7,1800,236,0
50,tT3bv3h3Cpk,How to Make POP IT Soap || Candle and Soap Ideas for Crafters,20,1260,236706,61,13,2,2,3,5,4.6923076923076925,0,0,0.0,2637,322,152
51,Erai7iVKPEU,COOL EGG HACKS || VALUABLE HOME HACKS FOR ALL OCCASIONS,20,656,520425,55,10,2,9,0,2,5.5,0,0,0.35,5623,686,266
52,O-0pycMJwxU,Amazing Kid’s Room Makeover || Guide For Parents,30,528,14136017,48,8,2,0,0,1,6.0,0,0,0.6000000000000001,263404,25656,5408
53,Yu7WhrfOeaI,UNEXPECTED LIFE HACKS WITH TOOTHBRUSH & TOOTHPASTE || Useful Everyday Tips,30,671,349317,74,11,3,6,0,1,6.727272727272728,0,0,0.0666666666666666,3450,546,224
54,H6GMBNuCmZw,100+ BEST PARENTING HACKS EVER,30,3600,402267,30,5,1,4,0,0,6.0,1,1,1.0,3890,574,0
55,T-h3pN0JDMA,HOW TO BE A COOL PARENT || Everyday Hacks & Tips For Parents,30,713,313421,60,13,3,6,0,5,4.615384615384615,0,0,0.0749999999999999,3261,468,185
56,oah54kI7eoI,BEST GADGETS & CRAFTS FOR YOUR PHONE || Upgrade Your Phone With These DIYs,30,771,240540,74,14,3,6,0,5,5.285714285714286,0,0,1.0,3062,276,202
57,D9N4xXGZREg,How to Make Doll Dress from Balloon 🎀 Parenting Hacks For Smart Moms and Dads,30,3780,1572004,77,15,0,0,3,5,5.133333333333334,0,0,0.2142857142857142,17451,3759,0
58,nSy0Ub4ny-E,YOU'VE BEEN DOING THESE THINGS WRONG || Random Hacks For All Occasions,30,632,410970,70,12,3,6,0,6,5.833333333333333,0,0,-0.5,4235,534,284
59,2HTNvQXuFhM,POSITIVE PARENTING TIPS || How To Be A Cool Parent,30,682,561185,50,10,2,4,0,4,5.0,0,0,0.2886363636363636,6528,1021,0
60,wnRIcWk3QJw,BRILLIANT FASHION HACKS TO UPGRADE YOUR WARDROBE,30,633,391465,48,7,0,7,0,2,6.857142857142857,0,0,0.9,6303,726,240
61,Nd4bRu-YtCU,"Ingenious Gadgets For Parents || Useful Devices, Crafts & Everyday Tips",30,737,653328,71,11,4,0,0,1,6.454545454545454,0,0,0.2,7256,1114,0
62,Hcuqsc3Cw_s,MEGA SUMMER HACKS For Smart Parents,30,3720,6866009,35,6,0,3,0,1,5.833333333333333,0,0,0.2142857142857142,61653,8719,0
63,kgqGYCkBh_8,20+ AWESOME EXPERIMENTS TO BLOW YOUR MIND,30,655,148935,41,7,1,6,0,2,5.857142857142857,1,1,1.0,2043,217,134
64,sFWDja6K2jk,PARENTING IS EASY With These Simple Everyday Hacks,30,821,257041,50,8,0,3,0,3,6.25,0,0,0.0777777777777777,2897,399,186
65,8wVpposxXXU,TOP HACKS AND GADGETS FOR BEST PET OWNERS,30,688,184730,41,8,0,8,0,2,5.125,0,0,0.75,2284,258,163
66,uYtEJLjV96Q,CHILD YOU VS. ADULT YOU || Funny Situations and Cool Hacks,30,581,488942,58,11,3,5,1,3,5.2727272727272725,0,0,0.2333333333333333,5882,870,249
67,3exz6AKhtPs,GREATEST SUMMER HACKS FROM 5-MINUTE CRAFTS #shorts,30,60,39193365,50,7,2,6,1,1,7.142857142857143,1,0,1.0,1531895,143163,1735
68,P7zHdNgdGuI,HOW TO BE A GOOD PARENT? Best Parenting Hacks For Everyday,30,3600,3266128,58,11,1,6,0,5,5.2727272727272725,0,0,0.5,14249,2346,0
69,f-pNcSi5Lh0,Best Swimming Pool Hacks || Everyday Hack For Hot Days,30,792,641215,54,10,2,0,0,1,5.4,0,0,0.35,6788,1139,246
70,FdhbK1lawbw,SUMMERLICIOUS RECIPES YOU'LL WANT TO TRY,30,900,420700,40,6,1,6,0,2,6.666666666666667,0,0,0.0,5386,455,285
71,uvtGVzCZwkc,20+ CRAZY SCHOOL PRANKS || Smart Hacks And Crafts For Students,30,898,287645,62,11,3,3,0,2,5.636363636363637,1,1,-0.1928571428571428,3187,481,188
72,w9Q9CMPJyXI,Smart Kitchen Hacks to Improve Your Cooking Skills || Tasty Recipes For The Whole Family,30,899,559909,88,15,2,0,1,4,5.866666666666666,0,0,0.2071428571428571,6134,669,216
73,Ov9qD06t5gI,TOP 30 GENIUS PARENTING HACKS AND GADGETS,30,900,1848790,41,7,0,6,0,1,5.857142857142857,1,0,0.5,12331,1965,0
74,266tNucO0hg,50 Simple Hacks to Be a Good Parent || Useful Ideas For Crafty Parents,30,960,332634,70,14,2,0,2,4,5.0,1,1,0.35,2887,442,231
75,pxA3MMwiAJo,SMART BEACH HACKS THAT WILL SAVE YOUR SUMMER,30,676,2868890,44,8,0,8,0,3,5.5,0,0,0.2142857142857142,24754,3775,679
76,vws8zmRT_T8,30 BEST HACKS FOR EVERY LIFE SITUATION,30,900,870109,38,7,0,6,0,1,5.428571428571429,1,1,1.0,10454,2081,767
77,FoUAqwnuyKE,Smart Parenting Hacks You'll Be Glad to Know || Cool Crafts to Make With Your Kids,30,3660,537475,82,16,3,0,2,6,5.125,0,0,0.3547619047619048,3908,667,0
78,80d4id92EV8,CRAZY HALLOWEEN MAKEUP IDEAS #shorts,30,57,44305373,36,5,1,4,1,0,7.2,0,0,-0.6,2527201,135358,3144
79,aVEmXGzmI6w,Amazing Camping Tips to Make Your Trip Unforgettable 🏕,30,802,299791,54,9,0,0,1,2,6.0,0,0,0.7000000000000001,3629,422,234
80,kqgmnTWwfFQ,TRAVELING WITH KIDS IS FUN! Smart Parenting Hacks For A Family Trip,30,567,2744567,67,12,1,6,0,4,5.583333333333333,0,0,0.2946428571428571,24304,3164,0
81,eaPrVcLaqOE,35 Useful Gardening Hacks || Easy Ways to Grow And Collect Food,30,827,952006,63,12,2,0,1,2,5.25,1,1,0.3666666666666667,19813,1367,369
82,LT0Bg_M289A,Easy Photography Hacks || 30+ Ideas For Everyone,30,1020,356594,48,8,3,0,0,1,6.0,1,0,0.4333333333333333,4377,432,234
83,-V2zl4hxtdk,WATER POOL SUMMER HACKS,30,900,434879,23,4,0,4,0,0,5.75,0,0,0.0,4495,539,248
84,ByGd_ZF7l1k,50 COOL SOAP HACKS || DIY Soap Crafts For The Whole Family,30,900,432808,58,12,2,4,0,2,4.833333333333333,1,1,0.275,4912,568,273
85,ifaFl8oo_ck,WOW! 35+ Best Hacks || Summer DIYs and Trendy Gadgets,30,960,576584,53,10,4,1,1,1,5.3,1,0,0.5750000000000001,5117,888,400
86,cbmPxj_3wOU,100+ BEST PARENTING LIFE HACKS || Smart Tips for Parents,30,3600,843075,56,10,3,4,1,1,5.6,1,1,0.6071428571428571,7427,1425,351
87,18hKzLrFxVk,BACK to SCHOOL! Brilliant School Crafts & DIYs,30,677,1379717,46,8,2,2,1,1,5.75,0,0,0.45,18874,2428,0
88,ZzIWPTUDat0,These Parenting Hacks Will Change Your Life || Gadgets And Tips For Parents,30,797,155523,75,13,2,0,0,5,5.769230769230769,0,0,0.0,1672,237,0
89,u37AlGPyQIk,BEST HACKS TO STORE FOOD FOR LONGER || Kitchen Hacks & Tasty Recipes,30,614,470911,68,13,3,7,0,2,5.230769230769231,0,0,1.0,4514,488,247
90,zTgeMCgJmQU,BECOME A COOL PARENT WITH THESE PRICELESS HACKS AND CRAFTS,30,3840,4545132,58,10,0,10,0,4,5.8,0,0,0.675,24398,3503,0
91,GPH_z5E88lo,DIY GIANT BACKYARD POOL || Easy Backyard Decor Ideas For Parents and Kids,30,496,11348489,73,13,2,4,1,2,5.615384615384615,0,0,0.2166666666666666,120298,13723,2242
92,hB2f60m0dPo,FIRST AID HACKS FOR SUMMER! Emergency Tips You Should Know,30,624,660006,58,10,1,5,0,3,5.8,0,0,0.3125,6043,896,261
93,v9y3M5X2ua4,BEST SUMMER HACKS FOR SMART PARENTS #shorts,30,59,142635858,43,7,1,6,1,1,6.142857142857143,0,0,0.6071428571428571,6637457,745783,0
94,N87qBwmYtd8,Ingenious Everyday Hacks To Make Your Life More Comfortable,30,1860,1299287,59,9,0,0,0,3,6.555555555555555,0,0,0.3,16620,2799,446
95,awkogF3QzPk,"ODDLY SATISFYING VIDEO TO RELAX || Tricks With Kinetic Sand, Slime",30,692,619897,66,11,3,5,0,2,6.0,0,0,0.5,6749,852,236
96,tuoXPKjnUvI,TOP ALOE HACKS & TIPS FOR YOUR EVERYDAY BEAUTY ROUTINE,30,675,376966,54,10,1,9,0,2,5.4,0,0,0.15,4211,531,268
97,ZZRortQ7tRo,LOVELY PHOTO IDEAS FOR PARENTS || Cool Parenting Hacks You’ve Never Seen Before,30,620,4408319,79,13,2,5,0,2,6.076923076923077,0,0,0.425,42562,5910,0
98,cMeKz8Aulog,MEGA PARENTING COMPILATION || How to be good friends with your kids,30,3600,1316517,67,12,2,3,7,5,5.583333333333333,0,0,0.7,9820,1840,0
99,eH_wceyMRNM,BEST BACK TO SCHOOL HACKS AND DIYS YOU NEED TO TRY,30,781,1588894,50,11,0,11,0,4,4.545454545454546,0,0,0.5,16049,2023,712
100,_TQux9Pvaag,ADORABLE CRAFTS WITH EPOXY RESIN || DIY Soap And Candle Ideas,30,611,952527,61,11,2,6,0,2,5.545454545454546,0,0,0.5,9396,1005,396
101,7vv3sVk8x8I,INCREDIBLE HACKS & GADGETS FOR PET OWNERS,30,732,714917,41,7,1,6,0,1,5.857142857142857,0,0,0.9,6743,679,327
102,AFJIJVXI8V0,PRICELESS PARENTING HACKS FOR EVERYDAY LIFE,30,657,635813,43,6,0,6,0,1,7.166666666666667,0,0,0.4,5614,994,371
103,HNMoo0pijJ8,AMAZING LIFE HACKS TO ENJOY THIS SUMMER,60,778,1865984,39,7,0,7,0,2,5.571428571428571,0,0,0.5,18291,2077,537
104,NlKNsrrsWHc,YUMMY FROZEN JELLY! Fantastiс Summer Recipes,60,677,1675646,44,6,1,3,0,0,7.333333333333333,0,0,0.0,19277,1727,559
105,kTKAMBLxe_8,WOW! THE ART OF MAKING SOUNDS #shorts,60,59,2968782,37,7,2,6,1,2,5.285714285714286,0,0,0.125,179257,9487,375
106,HMbDPgINfto,BRILLIANT LIFE HACKS FOR ANY SITUATION,60,3600,7116671,38,6,0,6,0,2,6.333333333333333,0,0,0.9,75153,13803,2405
107,vBDGyVgRf_g,Must-Have Bathroom Gadgets For Both Moms & Kids,60,804,364654,47,8,2,0,0,2,5.875,0,0,0.0,3563,576,0
108,55D5fh-YAeI,"Awesome Flying Phone || Appliances, Gadgets And Cool Inventions  For Your Phone #shorts",60,37,2742675,87,13,4,0,1,3,6.6923076923076925,0,0,0.675,145835,7784,386
109,F1_oWtvxRg4,If PROBLEMS Were PEOPLE,60,654,302079,23,4,0,2,0,2,5.75,0,0,0.0,3162,717,193
110,-Qp6rmWhLbA,COOL SUMMER HACKS AND DIY IDEAS,60,744,1588378,31,6,0,6,0,1,5.166666666666667,0,0,0.35,17549,1930,694
111,PVSPyCi1abQ,YUMMY SNACKS & FOOD HACKS ALL PARENTS SHOULD TRY THIS SUMMER,60,726,493737,60,11,1,10,0,3,5.454545454545454,0,0,0.0,4874,584,362
112,k7lkqYuAkQ8,GENIUS TOOTHPASTE HACKS || Random Hacks To Save Your Day,60,735,1297186,56,10,2,3,0,2,5.6,0,0,-0.5,12339,1683,505
113,xrkvgsfDAX0,CLOTHING HACKS FOR CRAFTY PARENTS YOU MUST TRY,60,611,1798856,46,8,0,8,0,2,5.75,0,0,0.4,18931,2581,0
114,nDtqGRYGeHI,GENIUS SUMMER HACKS || Best Ideas For Crafty Parents,60,4080,14718954,52,9,2,3,0,1,5.777777777777778,0,0,0.7,71153,11236,0
115,EeW66DL3bmU,Life-Saving Gadgets For Smart & Trendy Parents,60,763,717532,46,7,2,0,0,1,6.571428571428571,0,0,0.4071428571428571,7199,985,0
116,iJe_yPU-Klk,PRICELESS HACKS AND TRICKS FOR DOG OWNERS || Useful Pet Hacks,60,602,2149301,61,11,2,7,0,2,5.545454545454546,0,0,0.65,19550,1947,617
117,JRb0xDXwAj8,BE THE COOLEST PARENT EVER WITH THESE SMART HACKS & GADGETS,60,767,737057,59,11,1,10,0,4,5.363636363636363,0,0,0.2142857142857142,6339,972,0
118,L3O5ECQYP_s,EDIBLE LIPSTICK?! 💄 CLEVER PARENTING HACKS WITH FOOD,60,719,1328974,52,8,2,7,0,1,6.5,0,0,0.1666666666666666,12939,2258,0
119,L5yi6IEPfsE,"MOUTH-WATERING DESSERTS YOU CAN EASILY MAKE || Pop It Cake, Jelly Cake And More",60,729,619640,79,14,4,6,0,5,5.642857142857143,0,0,0.5444444444444444,5152,607,294
120,-QbVyLL2IIg,HOT SUMMER HACKS FOR AWESOME PARENTS,60,853,1227423,36,6,0,6,0,1,6.0,0,0,0.625,11650,1912,0
121,Ggr6IDmmh18,"WOW! GENIUS TIK TOK HACKS || 29 Challenges, Mystery Boxes And Wheels For 24 Hours",60,689,436802,81,15,4,5,0,2,5.4,1,0,0.125,4094,568,249
122,fVUgDgd0S4U,Easy Crafts All Parents Should Try To Make,60,3960,2316302,42,8,0,0,0,3,5.25,0,0,0.4333333333333333,19960,2730,494
123,FXCGPsMA96o,SMART PARENTING HACKS || Pregnancy hacks for new moms and dads,60,712,739909,62,11,2,3,6,2,5.636363636363637,0,0,0.1753246753246753,8031,1067,336
124,_IKTenid328,First Aid Hacks for Emergencies That You Need To Know,60,745,866252,53,10,0,0,1,4,5.3,0,0,0.25,7751,1124,375
125,sWJPTwaeGjc,Smart parenting hacks || EASY DIY SOAP IDEAS TO MAKE AT HOME,60,900,534332,60,12,2,8,2,2,5.0,0,0,0.3238095238095238,4915,689,0
126,NBl4PZwys7c,Brilliant Hacks For Smart Parents || Easy Toy DIY Ideas,60,672,2140221,55,10,2,1,0,1,5.5,0,0,0.5158730158730159,17677,2366,743
127,ShvCCwibtbk,100+ SUMMER TIME HACKS,60,3660,926313,22,4,1,3,0,0,5.5,1,1,0.0,8506,970,364
128,sXy39_LVVpQ,SMART LIFE HACKS FOR ANY OCCASION,60,571,1946601,33,6,0,6,0,2,5.5,0,0,0.2142857142857142,19030,2662,614
129,_kcDsexQgUA,EXCELLENT HACKS EVERY PARENT SHOULD KNOW || Funny Games And DIYs,60,767,640941,64,11,2,6,0,2,5.818181818181818,0,0,0.625,5172,847,0
130,DLqr7Iddezo,SUMMER PARENTING HACKS || Easy Summer Snacks for Your Kids,60,600,12283742,58,10,2,3,1,2,5.8,0,0,0.4333333333333333,106061,13619,2400
131,y2CCdSfIPic,OMG! He Really Did It? || Crazy Real Life Trick Shot #Shorts,60,46,828646,60,12,5,1,0,2,5.0,0,0,-0.0666666666666666,39280,2686,142
132,_RwkOEAML0w,WHAT TO DO ON A BORING DAY || Fun games and tricks you will want to try,60,690,837977,71,17,2,7,8,9,4.176470588235294,0,0,-0.35,8968,905,0
133,g7BWySAa3R0,IF ANNOYING THINGS WERE HUMANS || Useful Ideas and Hacks,60,818,602868,56,10,2,5,1,3,5.6,0,0,-0.25,5137,861,328
134,UMoT_Tkl3F0,DIY Unique Phone Cases || Antistress Cases You Can Easily Make,60,682,746000,62,11,2,1,0,2,5.636363636363637,0,0,0.4041666666666667,7656,874,355
135,xBOTciwgbFU,VIRAL TIKTOK TRICKS & AMAZING EXPERIMENTS,60,613,896627,41,6,1,5,0,0,6.833333333333333,0,0,0.6000000000000001,8714,1160,422
136,PDWss9mopP8,AMAZING LIFE HACKS FOR PARENTS || DIY Balloon Toys And Crafts,60,593,875953,61,11,2,6,0,2,5.545454545454546,0,0,0.6000000000000001,6475,851,353
137,1iI7IDArW1A,AWESOME BEACH AND CAMPING HACKS || HOW TO MAKE YOUR TRIP PERFECT,90,616,984911,64,12,2,11,0,4,5.333333333333333,0,0,1.0,8438,1195,437
138,vXDTuO8VpD8,Mesmerizing Painting Ideas || Create Art Pieces Using Unusual Things,90,855,751214,68,10,2,0,0,0,6.8,0,0,0.25,7084,637,385
139,L-V43HcW8AY,Smart Tricks For Creative Moms || Useful Gadgets And Parenting Hacks,90,772,1395728,68,11,2,0,0,2,6.181818181818182,0,0,0.338095238095238,11016,1537,493
140,AYgmOnd5zJc,Useful Gadgets All Parents Should Own || Best Parenting Hacks,90,794,2480100,61,10,2,0,0,3,6.1,0,0,0.6333333333333333,18650,2346,0
141,BQNaF6yd29E,WOW! POP IT HACKS || Fantastic hacks that you haven’t seen before,90,697,1791602,65,12,3,4,6,4,5.416666666666667,0,0,0.2625,15577,2609,1205
142,rmKmjYnNQdc,BEST TIPS TO IMPROVE YOUR PARENTING SKILLS,90,3780,2676386,42,7,0,7,0,2,6.0,0,0,1.0,11263,2011,0
143,u42-mVHGvFs,Brilliant Beauty Hacks & Makeup Tricks You Need to Try,90,775,757081,54,10,1,0,1,2,5.4,0,0,0.9,7226,1084,409
144,K0TyUVhYiRY,Mom vs. Dad 👨‍👩‍👧Smart tips for crafty parents,90,718,3644432,46,8,1,0,5,1,5.75,0,0,0.4,24194,3643,754
145,EZ_45m88YiA,KITCHEN GADGETS AND HACKS TO MAKE COOKING EASIER,90,768,616163,48,8,0,8,0,2,6.0,0,0,0.0,5839,721,386
146,qgOoRhQo4NQ,WOW! Easy hacks you didn't know about! VALUABLE CAR HACKS EVERY DRIVER NEEDS TO KNOW,90,796,361188,84,15,3,9,5,3,5.6,0,0,0.3333333333333333,3915,576,345
147,uW6FkPBxa-k,"USEFUL HOME HACKS || How to Get Rid of Insects, Preserve Food Longer and More",90,606,4896847,77,15,3,3,3,5,5.133333333333334,0,0,0.4,31320,5999,1459
148,FKsket2OIcM,27 Genius gadgets for the best parents ever,90,662,6697177,43,8,0,0,6,2,5.375,1,1,1.0,36755,6650,0
149,odrL3cdRuAQ,SURVIVAL GUIDE FOR SMART PARENT || Make Visiting A Doctor Comfortable for Kids,90,3720,5244955,78,13,2,6,1,3,6.0,0,0,0.3071428571428571,24685,3528,0
150,pF5-oRQ8PO0,FANTASTIC GLUE GUN & 3D PEN HACKS,90,1980,1980430,33,7,1,6,0,0,4.714285714285714,1,0,0.4,12367,1392,772
151,qvAzCJ3XEB8,24 HOURS IN JAIL || Prison hacks that are useful in everyday life,90,746,885792,65,13,2,3,7,4,5.0,1,1,-9.251858538542969e-18,9612,1399,698
152,RwEDZFXBynY,DIY SOAP & HANDMADE CANDLES || CREATIVE IDEAS FOR HOME,90,656,1468155,54,10,3,8,0,1,5.4,0,0,0.5,13724,1553,630
153,YR0ue9sPw90,EASY PHOTO HACKS & COOL VIDEO IDEAS || Viral TikTok Hacks,90,637,1646837,57,11,3,6,0,0,5.181818181818182,0,0,0.3916666666666666,20062,1368,627
154,PNEYCqFzT_g,AMAZING LIFE HACKS FOR YOUR HEALTH,90,709,504005,34,6,0,6,0,2,5.666666666666667,0,0,0.6000000000000001,5556,754,346
